# HSK 3.0 level-3 — official vocabulary (word IDs = official global index; stable forever)
# columns: id\tsimp\tpinyin\thsk3_level\tfreq_rank
# source: https://www.hanzistroke.com/hsk/3.0/level-3 · retrieved 2026-07-11
501	阿姨	ā yí	3	501
502	矮	ǎi	3	502
503	爱人	ài ren	3	503
504	安静	ān jìng	3	504
505	安全	ān quán	3	505
506	把	bǎ	3	506
507	搬	bān	3	507
508	班级	bān jí	3	508
509	搬家	bān jiā	3	509
510	办	bàn	3	510
511	办法	bàn fǎ	3	511
512	办公室	bàn gōng shì	3	512
513	半天	bàn tiān	3	513
514	帮助	bāng zhù	3	514
515	饱	bǎo	3	515
516	报纸	bào zhǐ	3	516
517	北	běi	3	517
518	北方	běi fāng	3	518
519	被	bèi	3	519
520	笔记	bǐ jì	3	520
521	比较	bǐ jiào	3	521
522	笔记本	bǐ jì běn	3	522
523	比如	bǐ rú	3	523
524	比赛	bǐ sài	3	524
525	必须	bì xū	3	525
526	变	biàn	3	526
527	遍	biàn	3	527
528	变成	biàn chéng	3	528
529	变化	biàn huà	3	529
530	表演	biǎo yǎn	3	530
531	别的	bié de	3	531
533	宾馆	bīn guǎn	3	533
534	冰	bīng	3	534
535	冰激凌	bīng jī líng	3	535
536	冰箱	bīng xiāng	3	536
537	病人	bìng rén	3	537
538	不但	bù dàn	3	538
539	不见	bù jiàn	3	539
540	不用	bù yòng	3	540
541	不同	bù tóng	3	541
542	不久	bù jiǔ	3	542
543	不行	bù xíng	3	543
544	才	cái	3	544
545	菜单	cài dān	3	545
546	参加	cān jiā	3	546
547	草	cǎo	3	547
548	草地	cǎo dì	3	548
549	层	céng	3	549
550	查	chá	3	550
551	差	chà	3	551
552	差不多	chà bu duō	3	552
553	尝	cháng	3	553
555	常见	cháng jiàn	3	555
556	常用	cháng yòng	3	556
557	常常	cháng cháng	3	557
558	衬衫	chèn shān	3	558
559	成绩	chéng jì	3	559
560	城市	chéng shì	3	560
561	迟到	chí dào	3	561
562	出发	chū fā	3	562
563	出生	chū shēng	3	563
564	出院	chū yuàn	3	564
565	初中	chū zhōng	3	565
566	除了	chú le	3	566
567	船	chuán	3	567
568	春天	chūn tiān	3	568
569	词典	cí diǎn	3	569
570	聪明	cōng ming	3	570
571	打扫	dǎ sǎo	3	571
572	打算	dǎ suàn	3	572
573	大概	dà gài	3	573
575	大小	dà xiǎo	3	575
576	大熊猫	dà xióng māo	3	576
577	大衣	dà yī	3	577
578	带	dài	3	578
579	担心	dān xīn	3	579
580	蛋糕	dàn gāo	3	580
581	当然	dāng rán	3	581
582	到处	dào chù	3	582
584	得到	dé dào	3	584
585	得分	dé fēn	3	585
586	的话	de huà	3	586
588	灯	dēng	3	588
590	地点	dì diǎn	3	590
591	地方	dì fang	3	591
592	地图	dì tú	3	592
594	电梯	diàn tī	3	594
595	电子书	diàn zǐ shū	3	595
596	丢	diū	3	596
598	东北	Dōng běi	3	598
599	东方	dōng fāng	3	599
600	东南	dōng nán	3	600
601	冬天	dōng tiān	3	601
602	懂得	dǒng de	3	602
603	动物	dòng wù	3	603
604	动物园	dòng wù yuán	3	604
605	短	duǎn	3	605
606	短裤	duǎn kù	3	606
607	段	duàn	3	607
608	锻炼	duàn liàn	3	608
