# HSK 3.0 level-5 — official vocabulary (word IDs = official global index; stable forever)
# columns: id\tsimp\tpinyin\thsk3_level\tfreq_rank
# source: https://www.hanzistroke.com/hsk/3.0/level-5 · retrieved 2026-07-11
2001	哎	āi	5	2001
2002	哎呀	āi yā	5	2002
2003	唉	ài	5	2003
2004	爱护	ài hù	5	2004
2006	安全带	ān quán dài	5	2006
2007	安慰	ān wèi	5	2007
2008	安装	ān zhuāng	5	2008
2009	暗	àn	5	2009
2010	熬夜	áo yè	5	2010
2011	把握	bǎ wò	5	2011
2013	半夜	bàn yè	5	2013
2014	傍晚	bàng wǎn	5	2014
2015	包裹	bāo guǒ	5	2015
2016	包含	bāo hán	5	2016
2017	包括	bāo kuò	5	2017
2018	包装	bāo zhuāng	5	2018
2019	薄	báo	5	2019
2020	宝	bǎo	5	2020
2022	保安	bǎo ān	5	2022
2023	宝贝	bǎo bèi	5	2023
2024	保持	bǎo chí	5	2024
2025	保存	bǎo cún	5	2025
2026	宝贵	bǎo guì	5	2026
2027	保留	bǎo liú	5	2027
2028	保险	bǎo xiǎn	5	2028
2029	保质期	bǎo zhì qī	5	2029
2030	报到	bào dào	5	2030
2031	报道	bào dào	5	2031
2032	报告	bào gào	5	2032
2033	报警	bào jǐng	5	2033
2034	暴雨	bào yǔ	5	2034
2035	抱怨	bào yuàn	5	2035
2037	背后	bèi hòu	5	2037
2039	被子	bèi zi	5	2039
2041	本地	běn dì	5	2041
2042	本领	běn lǐng	5	2042
2043	本人	běn rén	5	2043
2044	本质	běn zhì	5	2044
2045	彼此	bǐ cǐ	5	2045
2046	比分	bǐ fēn	5	2046
2047	比例	bǐ lì	5	2047
2048	比喻	bǐ yù	5	2048
2050	毕竟	bì jìng	5	2050
2051	避免	bì miǎn	5	2051
2052	闭幕式	bì mù shì	5	2052
2053	必然	bì rán	5	2053
2054	必需	bì xū	5	2054
2055	必要	bì yào	5	2055
2057	变动	biàn dòng	5	2057
2058	便利	biàn lì	5	2058
2059	便利店	biàn lì diàn	5	2059
2060	标题	biāo tí	5	2060
2061	标志	biāo zhì	5	2061
2062	表达	biǎo dá	5	2062
2063	表面	biǎo miàn	5	2063
2064	表明	biǎo míng	5	2064
2065	表情	biǎo qíng	5	2065
2068	病房	bìng fáng	5	2068
2069	病情	bìng qíng	5	2069
2070	拨打	bō dǎ	5	2070
2071	玻璃	bō li	5	2071
2072	博物馆	bó wù guǎn	5	2072
2073	不利	bù lì	5	2073
2074	不幸	bù xìng	5	2074
2075	不要紧	bú yào jǐn	5	2075
2076	补充	bǔ chōng	5	2076
2077	不得了	bù dé liǎo	5	2077
2078	不符	bù fú	5	2078
2079	不良	bù liáng	5	2079
2080	不然	bù rán	5	2080
2081	步行	bù xíng	5	2081
2082	不足	bù zú	5	2082
2084	裁判	cái pàn	5	2084
2085	采访	cǎi fǎng	5	2085
2086	采取	cǎi qǔ	5	2086
2087	彩色	cǎi sè	5	2087
2088	采用	cǎi yòng	5	2088
2089	参考	cān kǎo	5	2089
2090	餐饮	cān yǐn	5	2090
2091	参与	cān yù	5	2091
2092	藏	cáng	5	2092
2093	操作	cāo zuò	5	2093
2094	册	cè	5	2094
2095	测	cè	5	2095
2096	测试	cè shì	5	2096
2097	曾	céng	5	2097
2098	曾经	céng jīng	5	2098
2099	插	chā	5	2099
2100	差别	chābié	5	2100
2101	差距	chā jù	5	2101
2102	叉子	chā zi	5	2102
2103	拆	chāi	5	2103
2105	产量	chǎn liàng	5	2105
2106	产品	chǎn pǐn	5	2106
2107	产业	chǎn yè	5	2107
2108	长处	cháng chù	5	2108
2109	长度	cháng dù	5	2109
2110	长久	cháng jiǔ	5	2110
2111	长期	cháng qī	5	2111
2112	常识	cháng shí	5	2112
2114	长途	cháng tú	5	2114
2115	长远	cháng yuǎn	5	2115
2116	场所	chǎng suǒ	5	2116
2118	超出	chāo chū	5	2118
2119	超级	chāo jí	5	2119
2120	超速	chāo sù	5	2120
2121	朝	cháo	5	2121
2122	吵	chǎo	5	2122
2123	炒	chǎo	5	2123
2124	车祸	chē huò	5	2124
2125	车库	chē kù	5	2125
2126	车辆	chē liàng	5	2126
2127	车厢	chē xiāng	5	2127
2128	车主	chē zhǔ	5	2128
2129	彻底	chè dǐ	5	2129
2130	沉	chén	5	2130
2131	沉默	chén mò	5	2131
2132	称	chēng	5	2132
2134	称为	chēng wéi	5	2134
2135	称赞	chēng zàn	5	2135
2136	成本	chéng běn	5	2136
2137	承担	chéng dān	5	2137
2138	程度	chéng dù	5	2138
2139	成分	chéng fèn	5	2139
2140	成果	chéng guǒ	5	2140
2141	成就	chéng jiù	5	2141
2142	成立	chéng lì	5	2142
2143	成年	chéng nián	5	2143
2144	城区	chéng qū	5	2144
2145	成人	chéng rén	5	2145
2146	承认	chéng rèn	5	2146
2147	承受	chéng shòu	5	2147
2148	成熟	chéng shú	5	2148
2149	乘务员	chéng wù yuán	5	2149
2150	程序	chéng xù	5	2150
2151	成员	chéng yuán	5	2151
2152	成长	chéng zhǎng	5	2152
2153	橙子	chéng zi	5	2153
2155	持续	chí xù	5	2155
2156	尺子	chǐ zi	5	2156
2157	翅膀	chì bǎng	5	2157
2158	冲	chōng	5	2158
2159	充电	chōng diàn	5	2159
2160	充分	chōng fèn	5	2160
2161	充满	chōng mǎn	5	2161
2162	充值	chōng zhí	5	2162
2163	充足	chōng zú	5	2163
2164	重复	chóng fù	5	2164
2165	虫子	chóng zi	5	2165
2166	宠物	chǒng wù	5	2166
2167	抽	chōu	5	2167
2168	丑	chǒu	5	2168
2169	臭	chòu	5	2169
2171	出版	chū bǎn	5	2171
2172	初级	chū jí	5	2172
2173	初期	chū qī	5	2173
2174	出色	chū sè	5	2174
2175	出售	chū shòu	5	2175
2176	出席	chū xí	5	2176
2177	出自	chū zì	5	2177
2178	除夕	chú xī	5	2178
2180	处理	chǔ lǐ	5	2180
2181	处于	chǔ yú	5	2181
2183	传	chuán	5	2183
