# HSK 3.0 level-4 — official vocabulary (word IDs = official global index; stable forever)
# columns: id\tsimp\tpinyin\thsk3_level\tfreq_rank
# source: https://www.hanzistroke.com/hsk/3.0/level-4 · retrieved 2026-07-06
1002	爱情	ài qíng	4	1002
1003	爱心	ài xīn	4	1003
1004	安检	ān jiǎn	4	1004
1005	安排	ān pái	4	1005
1006	按	àn	4	1006
1007	按时	àn shí	4	1007
1008	按照	àn zhào	4	1008
1009	白酒	bái jiǔ	4	1009
1010	办公	bàn gōng	4	1010
1011	办理	bàn lǐ	4	1011
1012	办事	bàn shì	4	1012
1013	棒	bàng	4	1013
1014	保护	bǎo hù	4	1014
1015	保证	bǎo zhèng	4	1015
1016	抱	bào	4	1016
1017	报考	bào kǎo	4	1017
1018	报名	bào míng	4	1018
1019	抱歉	bào qiàn	4	1019
1020	背	bēi	4	1020
1021	背包	bēi bāo	4	1021
1022	北部	běi bù	4	1022
1023	倍	bèi	4	1023
1024	本科	běn kē	4	1024
1025	本来	běn lái	4	1025
1026	笨	bèn	4	1026
1027	鼻子	bí zi	4	1027
1028	笔试	bǐ shì	4	1028
1029	毕业	bì yè	4	1029
1030	毕业生	bì yè shēng	4	1030
1031	便于	biàn yú	4	1031
1032	标准	biāo zhǔn	4	1032
1034	表格	biǎo gé	4	1034
1035	表示	biǎo shì	4	1035
1036	表现	biǎo xiàn	4	1036
1037	表扬	biǎo yáng	4	1037
1038	饼干	bǐng gān	4	1038
1039	并	bìng	4	1039
1040	并且	bìng qiě	4	1040
1041	播放	bō fàng	4	1041
1042	博士	bó shì	4	1042
1043	不必	bù bì	4	1043
1044	不便	bù biàn	4	1044
1045	不断	bú duàn	4	1045
1046	不够	bù gòu	4	1046
1047	不过	bú guò	4	1047
1048	不论	bù lùn	4	1048
1050	部	bù	4	1050
1051	不得不	bù dé bù	4	1051
1052	部分	bù fen	4	1052
1053	不管	bù guǎn	4	1053
1054	不光	bù guāng	4	1054
1055	不仅	bù jǐn	4	1055
1056	不满	bù mǎn	4	1056
1057	部门	bù mén	4	1057
1058	不如	bù rú	4	1058
1059	擦	cā	4	1059
1060	猜	cāi	4	1060
1061	材料	cái liào	4	1061
1062	参观	cān guān	4	1062
1063	参赛	cān sài	4	1063
1064	餐厅	cān tīng	4	1064
1065	操场	cāo chǎng	4	1065
1066	厕所	cè suǒ	4	1066
1067	查看	chá kàn	4	1067
1068	茶叶	chá yè	4	1068
1069	查找	chá zhǎo	4	1069
1070	差点儿	chà diǎn r	4	1070
1071	产生	chǎn shēng	4	1071
1072	厂	chǎng	4	1072
1074	超过	chāo guò	4	1074
1075	车速	chē sù	4	1075
1076	车位	chē wèi	4	1076
1078	乘	chéng	4	1078
1079	成功	chéng gōng	4	1079
1081	诚实	chéng shí	4	1081
1082	成为	chéng wéi	4	1082
1083	乘坐	chéng zuò	4	1083
1084	吃惊	chī jīng	4	1084
1087	重新	chóng xīn	4	1087
1088	出差	chū chāi	4	1088
1089	出口	chū kǒu	4	1089
1090	出现	chū xiàn	4	1090
1091	出行	chū xíng	4	1091
1092	出租	chū zū	4	1092
1093	厨房	chú fáng	4	1093
1094	厨师	chú shī	4	1094
1095	窗	chuāng	4	1095
1096	窗户	chuāng hu	4	1096
1097	吹	chuī	4	1097
1098	词语	cí yǔ	4	1098
1099	此	cǐ	4	1099
1100	此次	cǐ cì	4	1100
1101	此外	cǐ wài	4	1101
1102	从此	cóng cǐ	4	1102
1103	从来	cóng lái	4	1103
1104	从中	cóng zhōng	4	1104
1105	粗	cū	4	1105
1106	粗心	cū xīn	4	1106
1107	村	cūn	4	1107
1108	存	cún	4	1108
1109	错过	cuò guò	4	1109
1110	错误	cuò wù	4	1110
1111	答应	dā ying	4	1111
1113	答案	dá àn	4	1113
1114	达到	dá dào	4	1114
1115	打招呼	dǎ zhāo hu	4	1115
1116	打败	dǎ bài	4	1116
1117	打工	dǎ gōng	4	1117
1118	打扰	dǎ rǎo	4	1118
1119	打印	dǎ yìn	4	1119
1120	打印机	dǎ yìn jī	4	1120
1121	打折	dǎ zhé	4	1121
1122	打针	dǎ zhēn	4	1122
1123	大巴	dà bā	4	1123
1124	大大	dà dà	4	1124
1125	大夫	dài fu	4	1125
1126	大量	dà liàng	4	1126
1127	大赛	dà sài	4	1127
1128	大厅	dà tīng	4	1128
1129	大约	dà yuē	4	1129
1130	大自然	dà zì rán	4	1130
1131	待	dāi	4	1131
1132	戴	dài	4	1132
1133	袋子	dài zi	4	1133
1134	单位	dān wèi	4	1134
1136	当时	dāng shí	4	1136
1137	刀	dāo	4	1137
1138	导游	dǎo yóu	4	1138
1139	倒	dào	4	1139
1141	到底	dào dǐ	4	1141
1142	到来	dào lái	4	1142
1143	道路	dào lù	4	1143
1144	道歉	dào qiàn	4	1144
1145	得意	dé yì	4	1145
1146	登机	dēng jī	4	1146
1148	等到	děng dào	4	1148
1149	低	dī	4	1149
1150	低价	dī jià	4	1150
1151	低温	dī wēn	4	1151
1152	低于	dī yú	4	1152
1153	底	dǐ	4	1153
1154	底下	dǐ xia	4	1154
1155	地球	dì qiú	4	1155
1156	地址	dì zhǐ	4	1156
1157	点名	diǎn míng	4	1157
1158	点头	diǎn tóu	4	1158
1159	电动车	diàndòngchē	4	1159
1160	电视剧	diàn shì jù	4	1160
1161	掉	diào	4	1161
1162	调查	diào chá	4	1162
1163	订	dìng	4	1163
1165	东部	dōng bù	4	1165
1166	动车	dòng chē	4	1166
1167	动作	dòng zuò	4	1167
1168	读者	dú zhě	4	1168
1169	堵车	dǔ chē	4	1169
1170	度假	dù jià	4	1170
1171	肚子	dù zi	4	1171
1172	短信	duǎn xìn	4	1172
1173	队	duì	4	1173
1174	对方	duì fāng	4	1174
1175	对面	duì miàn	4	1175
1176	对于	duì yú	4	1176
1177	队员	duì yuán	4	1177
1178	队长	duì zhǎng	4	1178
1179	顿	dùn	4	1179
1180	多么	duō me	4	1180
1181	多数	duō shù	4	1181
1182	多样	duō yàng	4	1182
1184	儿童	ér tóng	4	1184
1185	发出	fā chū	4	1185
1186	发送	fā sòng	4	1186
1188	法律	fǎ lǜ	4	1188
1189	翻译	fān yì	4	1189
1190	烦	fán	4	1190
1191	烦恼	fán nǎo	4	1191
1192	反对	fǎn duì	4	1192
1193	方面	fāng miàn	4	1193
1194	方式	fāngshì	4	1194
1195	房东	fáng dōng	4	1195
1196	房租	fáng zū	4	1196
1197	放弃	fàng qì	4	1197
1198	放松	fàng sōng	4	1198
1199	费	fèi	4	1199
1200	费用	fèi yòng	4	1200
1201	分数	fēn shù	4	1201
1202	分为	fēn wéi	4	1202
1203	份	fèn	4	1203
1204	丰富	fēng fù	4	1204
1205	风景	fēng jǐng	4	1205
1207	幅	fú	4	1207
1208	符合	fú hé	4	1208
1209	付	fù	4	1209
1210	父母	fù mǔ	4	1210
1211	父女	fù nǚ	4	1211
1212	父亲	fù qīn	4	1212
1213	复印	fù yìn	4	1213
1214	复杂	fù zá	4	1214
1215	负责	fù zé	4	1215
1216	负责人	fù zé rén	4	1216
1217	父子	fù zǐ	4	1217
1218	改	gǎi	4	1218
1219	改变	gǎi biàn	4	1219
1221	干杯	gān bēi	4	1221
1222	赶	gǎn	4	1222
1223	敢	gǎn	4	1223
1225	感动	gǎn dòng	4	1225
1226	赶紧	gǎn jǐn	4	1226
1227	感觉	gǎn jué	4	1227
1228	赶快	gǎn kuài	4	1228
1229	感情	gǎn qíng	4	1229
1230	感人	gǎn rén	4	1230
1231	赶上	gǎn shàng	4	1231
1232	感受	gǎn shòu	4	1232
1233	感谢	gǎn xiè	4	1233
1234	干活儿	gàn huó er	4	1234
1235	钢琴	gāng qín	4	1235
1236	高价	gāo jià	4	1236
1237	高考	gāo kǎo	4	1237
1238	高速	gāo sù	4	1238
1239	高温	gāo wēn	4	1239
1240	高于	gāo yú	4	1240
1241	胳膊	gē bo	4	1241
1242	歌声	gē shēng	4	1242
1243	歌手	gē shǒu	4	1243
1244	各	gè	4	1244
1245	各地	gè dì	4	1245
1247	各位	gè wèi	4	1247
1248	各种	gè zhǒng	4	1248
1249	更加	gèng jiā	4	1249
1250	工厂	gōng chǎng	4	1250
1251	功夫	gōng fu	4	1251
1252	公共	gōng gòng	4	1252
1253	功课	gōng kè	4	1253
1254	公里	gōng lǐ	4	1254
1255	公路	gōng lù	4	1255
1256	工人	gōng rén	4	1256
1257	工资	gōng zī	4	1257
1259	共同	gòng tóng	4	1259
1260	够	gòu	4	1260
1261	购买	gòu mǎi	4	1261
1262	购物	gòu wù	4	1262
1263	估计	gū jì	4	1263
1264	姑娘	gū niang	4	1264
1265	鼓励	gǔ lì	4	1265
1266	顾客	gù kè	4	1266
1267	故意	gù yì	4	1267
1268	挂	guà	4	1268
1269	关键	guān jiàn	4	1269
1270	观看	guān kàn	4	1270
1271	观众	guān zhòng	4	1271
1272	管	guǎn	4	1272
1273	管理	guǎn lǐ	4	1273
1274	光	guāng	4	1274
1275	广播	guǎng bō	4	1275
1276	广告	guǎng gào	4	1276
1278	规定	guī dìng	4	1278
1279	国籍	guó jí	4	1279
1280	国际	guó jì	4	1280
1281	果汁	guǒ zhī	4	1281
1282	过程	guò chéng	4	1282
1283	海洋	hǎi yáng	4	1283
1284	害羞	hài xiū	4	1284
1286	寒冷	hán lěng	4	1286
1287	喊	hǎn	4	1287
1288	汗	hàn	4	1288
1289	航班	háng bān	4	1289
1290	好处	hǎo chu	4	1290
1291	好好	hǎo hǎo	4	1291
1292	好笑	hǎo xiào	4	1292
1293	合格	hé gé	4	1293
1294	盒子	hé zi	4	1294
1295	红包	hóng bāo	4	1295
1296	厚	hòu	4	1296
1297	后悔	hòu huǐ	4	1297
1298	忽然	hū rán	4	1298
1299	互联网	hù lián wǎng	4	1299
1300	护士	hù shi	4	1300
1301	互相	hù xiāng	4	1301
1302	话剧	huà jù	4	1302
1303	怀疑	huái yí	4	1303
1304	坏处	huài chu	4	1304
1305	环保	huán bǎo	4	1305
1306	换乘	huàn chéng	4	1306
1307	回复	huí fù	4	1307
1308	回信	huí xìn	4	1308
1309	回忆	huí yì	4	1309
1310	会员	huì yuán	4	1310
1312	活动	huó dòng	4	1312
1313	活泼	huó po	4	1313
1315	货	huò	4	1315
1316	获得	huò dé	4	1316
1317	获奖	huò jiǎng	4	1317
1318	获取	huò qǔ	4	1318
1319	基本	jī běn	4	1319
1320	基本上	jī běn shang	4	1320
1321	基础	jī chǔ	4	1321
1322	激动	jī dòng	4	1322
1323	积极	jī jí	4	1323
1324	积累	jī lěi	4	1324
1325	及时	jí shí	4	1325
1326	即使	jí shǐ	4	1326
1327	既	jì	4	1327
1328	寄	jì	4	1328
1329	计划	jì huà	4	1329
1330	既然	jì rán	4	1330
1331	技术	jì shù	4	1331
1332	继续	jì xù	4	1332
1333	记者	jì zhě	4	1333
1334	加班	jiā bān	4	1334
1335	家具	jiā jù	4	1335
1336	加快	jiā kuài	4	1336
1337	加强	jiā qiáng	4	1337
1338	加入	jiā rù	4	1338
1339	加上	jiā shàng	4	1339
1340	家庭	jiā tíng	4	1340
1341	家乡	jiā xiāng	4	1341
1342	加油	jiā yóu	4	1342
1343	加油站	jiā yóu zhàn	4	1343
1344	家长	jiā zhǎng	4	1344
1346	价格	jià gé	4	1346
1347	价钱	jià qian	4	1347
1348	假日	jià rì	4	1348
1349	减	jiǎn	4	1349
1350	减轻	jiǎn qīng	4	1350
1351	减少	jiǎn shǎo	4	1351
1352	健身	jiàn shēn	4	1352
1353	健身房	jiàn shēn fáng	4	1353
1354	建议	jiàn yì	4	1354
1355	江	jiāng	4	1355
1356	将	jiāng	4	1356
1357	将来	jiāng lái	4	1357
1358	将要	jiāng yào	4	1358
1359	奖	jiǎng	4	1359
1360	奖金	jiǎng jīn	4	1360
1361	奖学金	jiǎng xué jīn	4	1361
1362	降	jiàng	4	1362
1363	降低	jiàng dī	4	1363
1365	降落	jiàng luò	4	1365
1366	降温	jiàng wēn	4	1366
1368	骄傲	jiāo ào	4	1368
1369	交警	jiāo jǐng	4	1369
1370	交流	jiāo liú	4	1370
1371	郊区	jiāo qū	4	1371
1372	交通	jiāo tōng	4	1372
1373	教练	jiào liàn	4	1373
1374	教师	jiào shī	4	1374
1375	教授	jiào shòu	4	1375
1376	教学	jiāo xué	4	1376
1377	教育	jiào yù	4	1377
1378	叫作	jiào zuò	4	1378
1379	街道	jiē dào	4	1379
1380	接受	jiē shòu	4	1380
1381	接着	jiē zhe	4	1381
1382	结果	jiēguǒ	4	1382
1383	节假日	jié jià rì	4	1383
1384	节约	jié yuē	4	1384
1385	结账	jié zhàng	4	1385
1386	解释	jiě shì	4	1386
1387	今后	jīn hòu	4	1387
1388	仅	jǐn	4	1388
1389	尽管	jǐn guǎn	4	1389
1390	仅仅	jǐn jǐn	4	1390
1391	紧张	jǐn zhāng	4	1391
1392	进入	jìn rù	4	1392
1393	进行	jìn xíng	4	1393
1394	禁止	jìn zhǐ	4	1394
1395	精彩	jīng cǎi	4	1395
1396	经济	jīng jì	4	1396
1397	京剧	jīng jù	4	1397
1399	经验	jīng yàn	4	1399
1400	警察	jǐng chá	4	1400
1401	景点	jǐng diǎn	4	1401
1402	景区	jǐng qū	4	1402
1403	景色	jǐng sè	4	1403
1404	竟然	jìng rán	4	1404
1405	竞争	jìng zhēng	4	1405
1406	镜子	jìng zi	4	1406
1407	究竟	jiū jìng	4	1407
1408	就是	jiù shì	4	1408
1409	举	jǔ	4	1409
1410	举办	jǔ bàn	4	1410
1411	举例	jǔ lì	4	1411
1412	举行	jǔ xíng	4	1412
1413	聚	jù	4	1413
1414	聚餐	jù cān	4	1414
1415	聚会	jù huì	4	1415
1416	拒绝	jù jué	4	1416
1417	距离	jù lí	4	1417
1418	剧院	jù yuàn	4	1418
1419	开玩笑	kāi wán xiào	4	1419
1420	看法	kàn fǎ	4	1420
1421	烤	kǎo	4	1421
1422	考虑	kǎo lǜ	4	1422
1423	考生	kǎo shēng	4	1423
1424	棵	kē	4	1424
1425	科技	kē jì	4	1425
1426	科学	kē xué	4	1426
1427	咳	ké	4	1427
1428	咳嗽	ké sou	4	1428
1429	可惜	kě xī	4	1429
1430	克	kè	4	1430
1431	课程	kè chéng	4	1431
1432	客气	kè qi	4	1432
1433	课堂	kè táng	4	1433
1434	客厅	kè tīng	4	1434
1435	肯定	kěn dìng	4	1435
1438	恐怕	kǒng pà	4	1438
1440	口语	kǒu yǔ	4	1440
1441	苦	kǔ	4	1441
1442	快餐	kuài cān	4	1442
1443	快递	kuài dì	4	1443
1444	快速	kuài sù	4	1444
1445	困	kùn	4	1445
1446	困难	kùn nan	4	1446
1447	拉	lā	4	1447
1448	垃圾	lā jī	4	1448
1449	辣	là	4	1449
1450	来不及	lái bu jí	4	1450
1451	来得及	lái de jí	4	1451
1452	懒	lǎn	4	1452
1453	浪费	làng fèi	4	1453
1454	浪漫	làng màn	4	1454
1455	老虎	lǎo hǔ	4	1455
1456	老家	lǎo jiā	4	1456
1457	老年	lǎo nián	4	1457
1458	老是	lǎo shi	4	1458
1459	冷静	lěng jìng	4	1459
1460	理发	lǐ fà	4	1460
1461	理解	lǐ jiě	4	1461
1462	礼貌	lǐ mào	4	1462
1463	理想	lǐ xiǎng	4	1463
1464	厉害	lì hai	4	1464
1465	力气	lì qi	4	1465
1466	例如	lì rú	4	1466
1467	例子	lì zi	4	1467
1469	连	lián	4	1469
1470	联系	lián xì	4	1470
1472	量	liáng	4	1472
1475	列	liè	4	1475
1476	零下	líng xià	4	1476
1477	零花钱	líng huā qián	4	1477
1478	零钱	líng qián	4	1478
1479	零食	líng shí	4	1479
1480	另	lìng	4	1480
1481	另外	lìng wài	4	1481
1483	流	liú	4	1483
1484	流利	liú lì	4	1484
1485	留下	liú xià	4	1485
1486	流行	liú xíng	4	1486
1487	路过	lù guò	4	1487
1488	旅馆	lǚ guǎn	4	1488
1489	旅客	lǚ kè	4	1489
1490	旅行	lǚ xíng	4	1490
1491	律师	lǜ shī	4	1491
1492	乱	luàn	4	1492
1493	落	luò	4	1493
1494	麻烦	má fan	4	1494
1495	馒头	mán tou	4	1495
1497	毛巾	máo jīn	4	1497
1498	毛衣	máo yī	4	1498
1499	帽子	mào zi	4	1499
1500	美	měi	4	1500
1501	美好	měi hǎo	4	1501
1502	美景	měi jǐng	4	1502
1503	美丽	měi lì	4	1503
1504	美食	měi shí	4	1504
1505	梦	mèng	4	1505
1506	梦想	mèng xiǎng	4	1506
1507	密码	mì mǎ	4	1507
1508	免费	miǎn fèi	4	1508
1509	面对	miàn duì	4	1509
1510	面试	miàn shì	4	1510
1511	秒	miǎo	4	1511
1512	民族	mín zú	4	1512
1514	母女	mǔ nǚ	4	1514
1515	母亲	mǔ qīn	4	1515
1516	母子	mǔ zǐ	4	1516
1517	目标	mù biāo	4	1517
1518	目的	mù dì	4	1518
1519	目的地	mù dì dì	4	1519
1520	目前	mù qián	4	1520
1521	耐心	nài xīn	4	1521
1522	南部	nán bù	4	1522
1523	难道	nán dào	4	1523
1524	男士	nán shì	4	1524
1525	难受	nán shòu	4	1525
1526	难忘	nán wàng	4	1526
1527	男性	nán xìng	4	1527
1528	内	nèi	4	1528
1529	内容	nèi róng	4	1529
1530	内心	nèi xīn	4	1530
1531	能否	néng fǒu	4	1531
1532	能够	néng gòu	4	1532
1533	能力	néng lì	4	1533
1534	嗯	ǹg	4	1534
1535	年底	nián dǐ	4	1535
1536	年龄	nián líng	4	1536
